"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
CT-00042/2010 SDR BNU;VIAS MUNICIPAIS;1;2012-05-07 00:00:00;Ofício 215/2012;2012-08-02 00:00:00;Ofício nº 378/2012;87;
CT-00042/2010 SDR BNU;VIAS MUNICIPAIS;2;2013-04-01 00:00:00;Of.134/2013;2013-04-30 00:00:00;Quinto;29;
CT-00042/2010 SDR BNU;VIAS MUNICIPAIS;3;2013-12-21 00:00:00;Terceiro;;;0;
CT-00158/2010-SED;JULIO BOPRÉCEDUP DIOMICIO FREITAS e EEM DITE FREITAS;1;2014-07-25 00:00:00;"01";2014-11-20 00:00:00;"01";118;
CT-00014/2010 SIE;RODOVIAS ESTADUAIS;1;2011-07-01 00:00:00;"01";2011-11-03 00:00:00;"01";125;
CT-00053/2010/SDR19;MANUTENÇÃO BEM PÚBLICO - ADR DE TUBARÃO;1;2012-08-05 00:00:00;"01";;;3592;
PJ-00068/2009;CAMINHAO TAPA-BURACO PLANALTO;1;2012-05-03 00:00:00;"006/2012";2015-03-16 00:00:00;"007/2015";1047;
PJ-00068/2009;CAMINHAO TAPA-BURACO PLANALTO;2;2016-01-04 00:00:00;"003/2016";;;;
PJ-00070/2009;CAMINHAO TAPA-BURACO OESTE;1;2012-05-03 00:00:00;ta.007/2012;2015-03-16 00:00:00;"008/2015";1047;
PJ-00071/2009;CAMINHAO TAPA-BURACO EXTREMO OESTE;1;2012-05-03 00:00:00;ta.008/201;2015-08-12 00:00:00;"019/2015";1196;
PJ-00084/2009;GERENCIAMENTO DOS PROGRAMAS BID;1;2019-02-27 00:00:00;"002/2019";2019-03-08 00:00:00;"002/2019";9;
PJ-00084/2009;GERENCIAMENTO DOS PROGRAMAS BID;2;2020-06-05 00:00:00;"017/2020";2020-07-01 00:00:00;"015/2020";26;
PJ-00093/2009;SUPERV. SC405 - FPOLIS - DUPLICAÇÃO(TREVO DA SETA);1;2009-09-01 00:00:00;"005/2009";2011-06-01 00:00:00;"002/2011";638;
PJ-00093/2009;SUPERV. SC405 - FPOLIS - DUPLICAÇÃO(TREVO DA SETA);2;2012-03-01 00:00:00;"003/2012";;;3749;
PJ-00348/2009;CAMINHA TAPA-BURACO SUL;1;2012-05-03 00:00:00;"005/2012";;;;
PJ-00329/2009;RECUPERAÇÃO PONTE RIO DAS PEDRAS - JACINTO MACHADO;1;2010-06-29 00:00:00;"004/2010";;;4360;
PJ-00417/2009;ELABORAÇÃO DE PROJETO EXECUTIVO E SONDAGENS GEOLOG;1;2010-07-26 00:00:00;"007/2010";;;4333;
PJ-00454/2009;SUPERVISÃO ENTR. BR 470 - ACESSO A ILHOTA;1;2010-01-20 00:00:00;"001/2010";2010-02-01 00:00:00;"001/2010";12;
PJ-00454/2009;SUPERVISÃO ENTR. BR 470 - ACESSO A ILHOTA;5;2011-10-31 00:00:00;"004/2011";2012-07-01 00:00:00;"003/2012";244;
PJ-00454/2009;SUPERVISÃO ENTR. BR 470 - ACESSO A ILHOTA;6;2012-07-10 00:00:00;"009/2012";2012-09-03 00:00:00;"005/2012";55;
PJ-00454/2009;SUPERVISÃO ENTR. BR 470 - ACESSO A ILHOTA;7;2012-10-22 00:00:00;"011/2012";2013-01-24 00:00:00;"002/2013";94;
PJ-00454/2009;SUPERVISÃO ENTR. BR 470 - ACESSO A ILHOTA;8;2014-07-21 00:00:00;"005/2014";;;;
PJ-00496/2009;TRECHO MARACAJÁ - FORQUILHINHA;1;2010-02-12 00:00:00;"001/2010";2010-03-30 00:00:00;Nº 001/2010;46;
PJ-00503/2009-EXTRA PL;PROJETO DE IMPL. E PAVIMENTAÇÃO;1;2010-02-12 00:00:00;Nº002/2010;2010-04-01 00:00:00;O.reinicio nº002/201;48;
PJ-00502/2009;RECUP. DA INFRAESTRUTURA DA PONTE SOBRE RIO GUARAP;2;2010-06-09 00:00:00;"002/2010";2010-11-04 00:00:00;"005/2010";148;
PJ-00503/2009;REABILITAÇÃO E AUMENTO DA CAPACIDADE;1;2010-02-12 00:00:00;nº 002/2010;2010-03-31 00:00:00;O.R. Nº002/2010;47;
PJ-00500/2009;PONTE E ACESSO AILHOTA;1;2010-01-20 00:00:00;"002/2010";2010-02-01 00:00:00;"001/2010";12;
PJ-00500/2009;PONTE E ACESSO AILHOTA;2;2010-11-01 00:00:00;"006/2010";2010-11-22 00:00:00;"004/2010";21;
PJ-00500/2009;PONTE E ACESSO AILHOTA;3;2011-10-31 00:00:00;"002/2011";;;;
PJ-00459/2009;RECUPERAÇÃO SCT 285 - TIMBÉ DO SUL;1;2011-11-04 00:00:00;ta-008/2011;2014-10-06 00:00:00;"021/2014";1067;
PJ-00504/2009;SUPERVISÃO VILA NOVA - BR 101 (JOINVILLE);1;2010-02-01 00:00:00;"002/2010";2010-03-01 00:00:00;"003/2010";28;
PJ-00504/2009;SUPERVISÃO VILA NOVA - BR 101 (JOINVILLE);2;2010-04-01 00:00:00;"003/2010";2010-05-04 00:00:00;"005/2010";33;
PJ-00616/2009;PONTES EM GASPAR;1;2010-06-01 00:00:00;"005/2010";2010-08-31 00:00:00;"003/2010";91;
PJ-00615/2009;RECUPERAÇÃO PONTE RIO CANOAS;1;2010-11-03 00:00:00;"008/2010";2010-12-20 00:00:00;"009/2010";47;
PJ-00562/2009;ESTABILIZAÇÃO DE TALUDE SC427 - ITUPORANGA - IMBUI;1;2010-07-01 00:00:00;"005/2010";2010-09-13 00:00:00;"003/2010";74;
PJ-00562/2009;ESTABILIZAÇÃO DE TALUDE SC427 - ITUPORANGA - IMBUI;2;2010-11-08 00:00:00;ta.009/2010;2010-12-01 00:00:00;TA.006/2010;23;
CT-00014/2009SR18;ESCOLA DE ENSINO FUNDAMENTAL BALDICERO FILOMENO;1;2010-02-01 00:00:00;"001/2010";2010-06-25 00:00:00;"001/2010";144;
CT-00012/2009/SDR-ITI;EEB PROF. JÚLIA MIRANDA DE SOUZA;1;2009-07-28 00:00:00;"1";;;4696;
CT-01076/2009 EPAGRI;ESTAÇÃO EXPERIMENTAL DE ITAJAÍ;1;2010-03-10 00:00:00;"1";2010-11-18 00:00:00;"1";253;
CT-00006/2009 SAR;POÇOS ARTESIANOS;1;2010-05-01 00:00:00;"0442/2010";2010-08-31 00:00:00;"1113/2010";122;
CT-00010/2009-SDR-ARA;EEF IMACULADA CONCEIÇÃO;1;2011-01-17 00:00:00;"1°";2011-07-04 00:00:00;"1°";168;
CT-00002/2009 SDR SAR;VIAS MUNICIPAIS;1;2010-12-01 00:00:00;"001/2010";2011-04-14 00:00:00;"001/2011";134;
CT-00007/2009 SDR-ITU;EEB DR. FREDERICO ROLLA;1;2009-11-23 00:00:00;primeiro;2010-03-08 00:00:00;"01";105;
CT-00008/2009 SDR-ITU;EEB ALEIXO DELLAGIUSTINA;1;2009-11-23 00:00:00;primeiro;2010-03-08 00:00:00;"01";105;
CT-00004/2009 SDR-ITU;EEF JOÃO ALBERTO SCHMIDT;1;2009-11-23 00:00:00;Primeiro;2010-03-08 00:00:00;"01";105;
CT-00032/2009 SEA;CENTRO ADMINISTRATIVO DO GOVERNO DO ESTADO;1;2009-06-29 00:00:00;"001/2009";2009-10-06 00:00:00;"001/2009";99;
CT-00029/2009SR18;EBB SENADOR RENATO RAMOS DA SILVA;1;2010-06-11 00:00:00;"002";2010-11-10 00:00:00;"004/2010";152;
CT-00028/2009-SDRJGS;EEB ELZA GRANZOTTO FERRAZ;1;2009-12-18 00:00:00;"002/2009";2010-03-01 00:00:00;"02";73;
CT-00029/2009-SDRJGS;EEF SÃO JOSÉ;1;2009-10-20 00:00:00;"001/2009";2010-03-15 00:00:00;"003/2010";146;
CT-00030/2009-SDRJGS;EEB ERICH GRUETZMACHER;1;2009-12-18 00:00:00;"003/2009";2010-03-01 00:00:00;"01";73;
CT-00020/2009 SDR SAR;VIAS MUNICIPAIS;1;2010-12-01 00:00:00;"001/2010";2011-04-15 00:00:00;"001/2011";135;
CT-00725/2009 SES;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);1;2012-02-01 00:00:00;"1º Termo Paralização";2012-05-20 00:00:00; 1Termo aditivo;109;
CT-00300/2009 CBMSC;GBS/CCB - CORPO DE BOMBEIROS MILITAR;1;2009-12-16 00:00:00;"01";2010-01-04 00:00:00;"01/2010/CBMSC";19;
CT-00043/2009SR18;CENTRO DE EVENTOS GOVERNADOR LUIZ HENRIQUE DA SILVEIRA;1;2012-04-26 00:00:00;"002/2012";2012-08-08 00:00:00;"001";104;
CT-00035/2009-SDR30;EEB GOV. IRINEU BORNHAUSEN;1;2011-12-20 00:00:00;"01";;;1982;
CT-00026/2009 COHAB;UNIDADE HABITACIONAL;1;2010-01-25 00:00:00;"26/2010";;;4515;
CT-00031/2009 COHAB;UNIDADE HABITACIONAL;1;2010-05-05 00:00:00;"01/2010";2010-11-30 00:00:00;"1";209;
CT-00041/2009 SDR-CRI;RODOVIAS ESTADUAIS;3;2013-06-20 00:00:00;TP 03/2013;2015-08-10 00:00:00;TR 02;781;
CT-00011/2009 SDRSJQ;RODOVIAS ESTADUAIS;1;2010-10-15 00:00:00;"001/2010";2011-05-16 00:00:00;"001/2011";213;
PJ-00067/2008;SC 412 (BR 101 PLANEJADA) - ITAPOÁ;1;2012-03-01 00:00:00;"001/2012";2012-03-21 00:00:00;"005/2012";20;
PJ-00070/2008;PONTE SOBRE O RIO LAMBEDOR RODOVIA SCT-283;1;2008-11-17 00:00:00;"4/2008-3";2010-12-10 00:00:00;TA. 007/2010;753;INTERESSE DA ADMINISTRAÇÃO
PJ-00069/2008;PONTE SOBRE O RIO BARRA GRANDE, NA RODOVIA SCT-283;1;2009-03-09 00:00:00;"004/2009";2009-08-11 00:00:00;;155;por interesse da administração
PJ-00068/2008;PONTE SOBRE O RIO IRANI, NA RODOVIA SCT-283;1;2009-02-20 00:00:00;O/P Nº 002/2009;2009-08-11 00:00:00;Nº 001/2009;172;POR INTERESSE DA ADMINISTRAÇÃO
PJ-00174/2008;SUPERVISÃO R. NEGRINHO-ENT. ACESSO A VOLTA GRANDE;1;2011-02-01 00:00:00;"001/2011";2013-04-15 00:00:00;"005/2013";804;
PJ-00174/2008;SUPERVISÃO R. NEGRINHO-ENT. ACESSO A VOLTA GRANDE;2;2013-10-18 00:00:00;"004/2013";2013-12-10 00:00:00;"008/2013";53;
PJ-00193/2008;ÁREA DE PROTEÇÃO AMBIENTAL - ANHATOMIRIM;1;2009-05-13 00:00:00;"001/2009";2009-12-01 00:00:00;"001/2009";202;
PJ-00193/2008;ÁREA DE PROTEÇÃO AMBIENTAL - ANHATOMIRIM;2;2010-11-01 00:00:00;"005";;;4235;
PJ-00172/2008;PONTE SOBRE O RIO HERCÍLIO - ALDEIA XOKLENG;1;2008-11-01 00:00:00;"001/2008";2009-04-01 00:00:00;"001/2009";151;
PJ-00172/2008;PONTE SOBRE O RIO HERCÍLIO - ALDEIA XOKLENG;2;2009-07-01 00:00:00;"0009/2009";2010-03-13 00:00:00;"0012010";255;
PJ-00172/2008;PONTE SOBRE O RIO HERCÍLIO - ALDEIA XOKLENG;3;2010-04-12 00:00:00;"001/2010";2010-07-30 00:00:00;"10/2010";109;
PJ-00184/2008;VILA NOVA - BR 101;1;2010-02-01 00:00:00;"003/2010";2010-05-04 00:00:00;"002/2010";92;
PJ-00217/2008;DEFENSAS METÁLICAS PONTES PEDRO IVO E COLOMBO SALL;1;2009-02-18 00:00:00;"001/2009";2009-08-14 00:00:00;"004/2009";177;por embargo da Prefeitura Municípal de Florianópolis
PJ-00218/2008;INTERSEÇÃO ROD. SC-466 ACESSO A XAVANTINA;1;2010-06-18 00:00:00;"003/2010";2010-09-08 00:00:00;"002/2010";82;
PJ-00183/2008;FORN. MATERIAIS PARA DEMARCAÇÃO DE ENDEREÇAMENTO;1;2009-02-20 00:00:00;T.P. 003/2009;;;;
PJ-00220/2008;SUPERVISÃO VILA NOVA - BR 101 (JOINVILLE);2;2009-10-31 00:00:00;"006/2009";;;;
PJ-00251/2008;SUPERVISÃO SÃO JOAQUIM-DIVISA SC/RS;1;2008-12-12 00:00:00;"004/2008";2010-03-01 00:00:00;"002/2010";444;Administrativos
PJ-00251/2008;SUPERVISÃO SÃO JOAQUIM-DIVISA SC/RS;2;2011-03-18 00:00:00;"003/2011";2012-10-15 00:00:00;"006/2012";577;
PJ-00251/2008;SUPERVISÃO SÃO JOAQUIM-DIVISA SC/RS;3;2015-04-27 00:00:00;"005/2015";2015-06-01 00:00:00;"005/2015";35;
PJ-00264/2008;PONTE HERCÍLIO LUZ - RESTAURAÇÃO, REABILITAÇÃO;1;2009-03-10 00:00:00;"005/2009";2009-04-03 00:00:00;"001/2009";24;Divergências no processo executivo.
PJ-00268/2008;DUPLICAÇÃO NA SC-405;1;2009-08-17 00:00:00;"009/2009";2011-06-01 00:00:00;"002/2011";653;
PJ-00273/2008;REABILITAÇÃO NAS SC-401, 402 E 403;1;2009-12-17 00:00:00;"011/2009";2010-05-19 00:00:00;"001/2010";153;
PJ-00273/2008;REABILITAÇÃO NAS SC-401, 402 E 403;3;2010-07-07 00:00:00;"006/2010";2015-08-03 00:00:00;"018/2015";1853;
PJ-00257/2008;INTERSEÇÃO SC406 ACESSO A LAGOINHA PEQUENA;1;2010-01-04 00:00:00;"001";2011-06-13 00:00:00;"2";525;
PJ-00257/2008;INTERSEÇÃO SC406 ACESSO A LAGOINHA PEQUENA;2;2010-01-04 00:00:00;"001/2010";2011-06-13 00:00:00;"002/2011";525;
CT-00057/2008 SES;LABORATÓRIO CENTRAL DE SAÚDE PÚBLICA - LACEN;1;2008-03-07 00:00:00;"001/geoma/2008";2008-03-15 00:00:00;;8;
CT-00006/2008SR18;EEB JOÃO SILVEIRA;1;2009-09-15 00:00:00;"002/2009";2010-06-18 00:00:00;"001/2010";276;
CT-00012/2008 SDR 03;EEB RAUL POMPÉIA;1;2010-08-16 00:00:00;"01";2010-09-09 00:00:00;"01/2010";24;
CT-00030/2008SR18;UNIDADES ESCOLARES DA SDR DA GRANDE FLORIANÓPOLIS;1;2008-08-20 00:00:00;"004/2008";;;5038;
CT-00032/2008/SDR19;EEB. VISCONDE DO RIO BRANCO;1;2011-08-29 00:00:00;"001";;;3934;
CT-00033/2008/SDR19;EEB HEULINA HELEODORO BARRETO;1;2009-06-19 00:00:00;"01";2010-03-01 00:00:00;"01";255;
CT-00023/2008-SDR-ARA;EEB. PROFESSORA MARIA GARCIA PESSI;1;2010-12-30 00:00:00;"1°";2011-07-04 00:00:00;"1°";186;
CT-00712/2008 SES;HOSPITAL NEREU RAMOS (HNR);1;2009-07-21 00:00:00;"004";2010-07-12 00:00:00;"01";356;
CT-00477/2008/FUMPOM;"11º BAT. DE POLÍCIA MILITAR - SÃO MIGUEL DO OESTE";1;2009-02-05 00:00:00;"001P/PMSC/2009";2009-04-20 00:00:00;"001R/PMSC/2009";74;
CT-00491/2008/FUMPOM;QUARTEL AMBIENTAL PMSC HERVAL DO OESTE;1;2009-12-10 00:00:00;sn;2010-10-10 00:00:00;sn;304;
CT-00506/2008/SSP;QUARTEL DA POLICIA MILITAR DE SEARA;1;2009-11-10 00:00:00;"1";2010-05-14 00:00:00;"1";185;
CT-00845/2008 SES;DIRETORIA DE VIGILÂNCIA EPIDEMIOLÓGICA (DIVE);1;2009-06-05 00:00:00;"001/2009";2009-10-21 00:00:00;"001";138;
CT-05232/2008/FUMPOM;CIA DE POLÍCIA DE PROTEÇÃO AMBIENTAL - 2O. BATALHÃO DE POLÍCIA AMBIENTAL;1;2008-12-13 00:00:00;"01";2009-10-10 00:00:00;"02";301;
CT-00086/2008SR18;EEB PROF. SILVEIRA MATOS;1;2010-07-19 00:00:00;"003/2010";2010-10-06 00:00:00;"03/2010";79;
CT-00090/2008SDR18;RODOVIA SC 108 ANGELINA;1;2009-07-16 00:00:00;"01";2010-04-19 00:00:00;"01";277;
CT-00553/2008/FUMPOM;UNIDADE DA POLÍCIA MILITAR;1;2008-12-12 00:00:00;"01";2009-10-02 00:00:00;"002";294;
CT-00073/2008/SDR19;RODOVIAS ESTADUAIS;1;2011-08-31 00:00:00;"001";;;3932;
CT-00075/2008/SDR19;EEB. PROFESSORA GRACINDA A. MACHADO;1;2012-01-30 00:00:00;"001";;;3780;
CT-00074/2008/SDR19;EEB DOMINGOS BARBOSA CABRAL;1;2011-01-31 00:00:00;"001";;;4144;
CT-00101/2008/SDR19;CE. ENGENHEIRO ALVARO CATÃO;1;2009-06-08 00:00:00;"0001";;;4746;
CT-01007/2008 SES;HOSPITAL MIGUEL COUTO ( HMC);1;2009-06-15 00:00:00;"03/2009";2009-11-11 00:00:00;"002";149;
CT-01010/2008 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO  (HIJG);1;2009-06-10 00:00:00;"02/2009";2009-11-10 00:00:00;"03/2009";153;
PJ-00147/2007;SUPERVISÃO URUBICI-GRÃO PARA(SEG1);1;2008-06-01 00:00:00;"002/2008";2008-12-01 00:00:00;"003/2008";183;Por falta de Licença Ambiental
PJ-00150/2007;SUPERVISÃO TRECHO PAPANDUVA - SC 419;1;2011-03-15 00:00:00;"002/2011";2011-05-02 00:00:00;"001/2011";48;
PJ-00150/2007;SUPERVISÃO TRECHO PAPANDUVA - SC 419;2;2012-07-10 00:00:00;"008/2012";;;;
PJ-00152/2007;SUPERVISÃO DIVISA SC/RS - PRAIA GRANDE;1;2008-04-14 00:00:00;"001/2008";2008-05-06 00:00:00;"001/2008";22;Problemas de ordem ambiental.
PJ-00152/2007;SUPERVISÃO DIVISA SC/RS - PRAIA GRANDE;2;2009-12-01 00:00:00;"007/2009";2012-03-07 00:00:00;"001/2012";827;
PJ-00152/2007;SUPERVISÃO DIVISA SC/RS - PRAIA GRANDE;3;2012-05-01 00:00:00;"004/2012";;;;
CT-00038/2007SR18;EEB CRISTO REI;1;2008-02-29 00:00:00;"1";2008-05-12 00:00:00;"1";73;
CT-00039/2007 APSFS;PORTO DE SÃO FRANCISCO DO SUL;1;2007-12-01 00:00:00;"02/2007";2008-05-26 00:00:00;"01/2008";177;
PJ-00016/2006;SC458 - ACESSO A CELSO RAMOS;1;2007-03-22 00:00:00;"008/2007-2";2007-04-16 00:00:00;"011/2007-7";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00035/2006;SC 477 TRECHO MOEMA - ENTROCAMENTO SC 419;1;2007-03-22 00:00:00;"009/2007-0";2007-04-16 00:00:00;"012/2007-5";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00035/2006;SC 477 TRECHO MOEMA - ENTROCAMENTO SC 419;2;2008-04-01 00:00:00;"001/2008-9";2008-04-18 00:00:00;"001/2008-3";17;Não atendimento do item 6.3.2.2. do Edital n º 041/2005.
PJ-00035/2006;SC 477 TRECHO MOEMA - ENTROCAMENTO SC 419;3;2008-08-22 00:00:00;"003/2008-5";2008-09-23 00:00:00;"003/2008-0";32;Motivo de Ordem Técnica
PJ-00066/2006;SUPERV. RIO FORTUNA - SANTA ROSA DE LIMA;1;2007-04-01 00:00:00;"008/2007";2007-04-16 00:00:00;"005/2007";15;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00015/2006/ROCA;PONTE HERCILIO LUZ - RESTAURAÇÃO, REABILITAÇÃO;1;2009-06-17 00:00:00;"007/2009";2009-07-08 00:00:00;"002/2009";21;
PJ-00092/2006;SC407 - RIO FORTUNA - SANTA ROSA DE LIMA;1;2007-03-22 00:00:00;"003/2007-1";2007-04-16 00:00:00;"015/2007-0";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00015/2006/TEC;PONTE HERCILIO LUZ - RESTAURAÇÃO, REABILITAÇÃO;1;2009-06-17 00:00:00;"007/2009";2009-07-08 00:00:00;"002/2009";21;
PJ-00096/2006;SC302 - RECECUPERAÇÃO DE ESCORREGAMENTO- KM 14,7;1;2006-12-20 00:00:00;O.P. DIOP 007/2006;2007-03-22 00:00:00;"005/2007-2";92;Por Interesse da Administração
PJ-00095/2006;SCT280 - RECUPERAÇÂO DA PONTE SOBRE O RIO TIMBÓ;2;2007-03-22 00:00:00;"013/2007-9";2007-04-16 00:00:00;"014/2007-1";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00184/2006;CONSERVAÇÃO DE CANOINHAS;1;2009-03-24 00:00:00;O/P 006/2009;2009-08-11 00:00:00;"003/2009";140;POR INTERESSE DA ADMINISTRAÇÃO
PJ-00170/2006/PROSUL;PONTE HERCÍLIO LUZ - SUPERVISÃO E FISCALIZAÇÃO;2;2014-07-01 00:00:00;"004/2014";;;;
PJ-00170/2006;PONTE HERCÍLIO LUZ - SUPERVISÃO E FISCALIZAÇÃO;2;2014-07-01 00:00:00;"004/2014";;;;
PJ-00183/2006;SC301 - REVITALIZAÇÃO RUA WALDOMIRO J. BORGES;1;2007-03-22 00:00:00;"011/2007-2";2007-04-16 00:00:00;"018/2007-4";25;Alteração do projeto do Termo de cooperação entre o Estado e o Município de Joinville.
PJ-00182/2006;SC413 - INTERSEÇÃO SANTOS DUMONT/ANTONIO JOÃO;1;2007-03-22 00:00:00;"010/2007-4";2007-04-16 00:00:00;"017/2007-6";25;Alteração do projeto do Termo de cooperação entre o Estado e o Município de Joinville.
PJ-00188/2006;SC-437 - IMBITUBA - PASSARELA;1;2006-11-22 00:00:00;TP-003/2006;2007-04-16 00:00:00;"019/2007-2";145;POR INTERESSE DA ADMINISTRAÇÃO
PJ-00217/2006;SC280 - SÃO BENTO DO SUL - REABILITAÇAO;1;2007-03-22 00:00:00;"012/2007-0";2007-04-16 00:00:00;"013/2007-3";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00098/2006;SUPERV. SC 477 TRECHO MOEMA - ENTROCAMENTO SC 419;1;2007-04-01 00:00:00;"007/2007";2007-04-16 00:00:00;"004/2007";15;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00098/2006;SUPERV. SC 477 TRECHO MOEMA - ENTROCAMENTO SC 419;2;2008-11-01 00:00:00;"003/2008";2009-02-02 00:00:00;"001/2009";93;Transferência do contrato da obra.
PJ-00216/2006;DIVISA SC/RS - PRAIA GRANDE;1;2008-04-11 00:00:00;"002/2008-7";2008-05-06 00:00:00;"002/2008-1";25;Problemas de ordem ambiental.
PJ-00216/2006;DIVISA SC/RS - PRAIA GRANDE;2;2009-12-01 00:00:00;"010/2009";2013-04-27 00:00:00;"004/2013";1243;
PJ-00213/2006;PAPANDUVA - ENTROC. SC 419;1;2011-02-15 00:00:00;"001/2011";2011-03-16 00:00:00;"001/2011";29;
PJ-00213/2006;PAPANDUVA - ENTROC. SC 419;2;2012-07-01 00:00:00;"003/2012";2013-05-13 00:00:00;"005/2013";316;
CT-00012/2006 APSFS;PORTO DE SÃO FRANCISCO DO SUL;1;2007-02-25 00:00:00;"01/2007";2007-11-19 00:00:00;"01/2007";267;
CT-00021/2006SR18;EEB VANDERLEY JÚNIOR;1;2006-11-24 00:00:00;"03/2006";2007-02-01 00:00:00;"02/2007";69;
CT-00062/2006 SES;HOSPITAL REGIONAL DE SÃO MIGUEL DO OESTE;3;2010-04-11 00:00:00;Termo Paralisação;;;4439;
CT-00599/2006 SSP;COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;1;2006-11-15 00:00:00;"001/2006";;;0;
CT-00003/2006SR18;EEF ROSINHA CAMPOS;1;2006-11-24 00:00:00;"002/2006";2007-02-01 00:00:00;"001/2007";69;
CT-00007/2006SR18;EEB PROFESSOR ALEXANDRE SÉRGIO GODINHO;1;2007-07-11 00:00:00;"002/2007";2007-11-30 00:00:00;"005/2007";142;
CT-00002/2006SR18;EEB ADERBAL RAMOS DA SILVA;1;2006-11-24 00:00:00;"004/2006";2007-02-01 00:00:00;"003/2007";69;
PJ-00001/2005;SC478 - TIMBÓ GRANDE - BR 116;1;2007-02-13 00:00:00;"002/2007-3";2007-03-27 00:00:00;"007/2007-9";42;Ordem técnica/administrativa
PJ-00069/2005;SC478 - TIMBÓ GRANDE - BR-116;1;2007-02-28 00:00:00;"004/2007";2007-04-16 00:00:00;"006/2007";47;Ordem Técnica/Administrativa
PJ-00071/2005;SC303 - JOAÇABA - LACERDÓPOLIS - CAPINZAL;2;2007-02-28 00:00:00;"003/2007";2007-04-09 00:00:00;"001/2007";40;Ordem Técinica/Administrativa
PJ-00109/2005;SC428 - IMBUIA - LEOBERTO LEAL;1;2007-04-01 00:00:00;"005/2007";2007-04-16 00:00:00;"002/2007";15;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00139/2005;SC487 - Barra do Camacho - Jaguaruna;1;2007-03-22 00:00:00;"006/2007-6";2007-04-16 00:00:00;"009/2007-5";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00139/2005;SC487 - Barra do Camacho - Jaguaruna;2;2007-06-18 00:00:00;"014/2007-7";2007-08-03 00:00:00;"021/2007-4";46;Motivo de Ordem Técnica e Administrativa.
PJ-00156/2005;SERVIÇOS DE PONTOS CRITICIOS - REGIÃO OESTE;1;2006-11-23 00:00:00;T.P-004/2006;2007-03-20 00:00:00;"003/2007-6";117;POR INTERESSE DA ADMINISTRAÇÃO
PJ-00159/2005;SERVIÇOS NOS PONTOS CRITICOS - REGIÃO NORTE;1;2006-06-20 00:00:00;"2/20006-0";2007-03-19 00:00:00;"002/2007-8";272;Por Interesse da Administração.
PJ-00157/2005;SERVIÇOS NOS PONTOS CRITICOS - REGIÃO SUL;2;2006-06-20 00:00:00;"1/2006-1";2007-03-19 00:00:00;"001/2007-0";272;Interesse da Administração
PJ-00158/2005;SERVIÇOS NOS PONTOS CRITICOS - REGIÃO NORTE;1;2006-11-23 00:00:00;"005/2006";2007-03-22 00:00:00;"004/2007-4";119;Interesse da Administração
PJ-00258/2005;SC301 - BATEIAS DE BAIXO - DIV. SC/PR - SUPERVISÃO;2;2007-03-21 00:00:00;"006/2007";2007-04-16 00:00:00;"003/2007";26;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00255/2005;SC301 - BATEIAS DE BAIXO - DIVISA SC/PR;1;2007-03-22 00:00:00;"007/2007-4";2007-04-16 00:00:00;"010/2007-9";25;Observância estrita da programação orçamentária e financeira e do cronograma de execução mensal.
PJ-00289/2005;SC462 - RECP. PONTE RIO DO PEIXE;1;2006-12-20 00:00:00;T.P 008/2006;2007-07-04 00:00:00;"020/2007-6";196;POR INTERESSE DA ADIMINISTRAÇÃO.
CT-00024/2005 SDRPAL;EEB EULINA ALVES GOUVEA MARCELINO;1;2006-05-20 00:00:00;;2006-08-21 00:00:00;;93;
PJ-00277/2004;SC487 - BARRA DO CAMACHO - JAGUARUNA;1;2005-03-21 00:00:00;"003/2005-4";;;;Ordem Técnica
PJ-00359/2004;SC487 - BARRA DO CAMACHO - JAGUARUNA;1;2005-03-31 00:00:00;"001/2005";2005-06-01 00:00:00;"002/2005";62;Ordem Técnica
PJ-00359/2004;SC487 - BARRA DO CAMACHO - JAGUARUNA;2;2007-06-18 00:00:00;"010/2007";2007-08-03 00:00:00;"008/2007";46;Motivo de Ordem Técnica e Administrativa.
PJ-00359/2004;SC487 - BARRA DO CAMACHO - JAGUARUNA;3;2009-04-01 00:00:00;"001/2009";2009-05-21 00:00:00;"002/2009";50;Motivo de Ordem Técnica
