"CONTRATO";"OBJETO_CONTRATO";"NUMERO_ADVERTENCIA";"DATA_ADVERTENCIA";"DESCRICAO_ADVERTENCIA";"MOTIVO_ADVERTENCIA";"SOLICITACAO_ADVERTENCIA"
CT-00116/2015/SEDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;6;2017-05-11 00:00:00;Notificação 008/SDC/2017 Entrega de documentos;Tendo em vista os indícios de subcontratação sem a aprovação prévia definida no item 20.9 do edital de concorrência nº 46/SDC/2014 solicitamos que a empresa apresente no prazo de 10 dias, a contar do recebimento deste, sob pena de não atendimento ao item 5 do contrato nº 116/SDC/2015,o que segue:;"1) Cópia autenticada dos contratos dos serviços da licitação que foram terceirizados;
2) Relação das equipes que trabalharam em cada terceirização;
3) SEFIP da equipe e do prazo de execução dos serviços;
4) Comprovação do recolhimento do FGTS e do INSS da equipe subcontratada;"
CT-00116/2015/SEDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;7;2017-05-11 00:00:00;Solicitação de documentos;Tendo em vista os indícios de subcontratação sem a aprovação prévia definida no item 20.9 do edital de concorrência nº 46/SDC/2014 solicitamos que a empresa apresente no prazo de 10 dias, a contar do recebimento deste, para cada empresa subcontratada, sob pena de não atendimento ao item 20.9 do edital e do item 5 do contrato nº 116/SDC/2015, o que segue:;"1) Documentos para habilitação jurídica nos termos do item 9.1 do edital 046/SDC/2014;
2) Documentos para regularidade fiscal nos termos do item 9.2 do edital 046/SDC/2014;
3) Documentos comprovando a qualificação técnica nos termos do item 9.3 do edital 046/SDC/2014;
4) ART dos serviços executados por cada subcontratada, sob pena de não atendimento ao item 20.9.2 do edital 046/SDC/2014."
CT-00116/2015/SEDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;8;2017-07-12 00:00:00;Paralisação contratual - processo de rescisão;processo administrativo que indicou a rescisão do contrato;a paralisação imediata dos serviços do referido contrato
CT-00011/2015/SDR-JCA;MANUTENÇÃO BEM PÚBLICO - ADR DE JOAÇABA;1;2015-12-17 00:00:00;Inexecução Contratual - Atrasos;"do não atendimento da empresa à reiteradas solicitações de envio da real agenda dos locais e datas de execução dos serviços objeto do contrato nº 11/2015, pois em muitas verificações ""in loco"" desta Gerência, não se encontrou a equipe da obra no local previsto para a execução dos trabalhos naquela data e local. Além da dificuldade em obter informações precisas, também considera-se a inexecução contratual devido ao não cumprimento do cronograma físico-financeiro.";Que a empresa deixe a SDR ciente da real agenda dos serviços à serem executados, que retome as atividades cumprindo com rigor o Cronograma Físico-Financeiro estabelecido e que execute os serviços atendendo aos critérios técnicos estabelecidos no contrato.
CT-00011/2015/SDR-JCA;MANUTENÇÃO BEM PÚBLICO - ADR DE JOAÇABA;2;2016-03-11 00:00:00;Descumprimento de Serviços - Inexecução;Descumprimento do serviço para execução de roçada e limpeza de sarjeta nos trechos pertencentes á ADR de Joaçaba, descritos no Ofício nº 31/16 desta Agência, na data de 03 de março de 2016. ;Que a empresa deixe a Agência ciente se será cumprido os referidos serviços e assim garantir total segurança e conforto dos usuários de nossa malha viária estadual.
CT-00632/2015/FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2016-04-25 00:00:00;DESCUMPRIMENTO DOS PRAZOS;RITMO LENTO E POR VEZES A PARALISAÇÃO DOS SERVIÇOS, COMPROMETENDO O CRONOGRAMA INICIALMENTE PREVISTO, ENSEJANDO A IMPOSSIBILIDADE DE CONCLUSÃO DOS SERVIÇOS NO PRAZO ESTIPULADO CONFORME CLÁUSULA PRIMEIRA (DO OBJETO, ESPECIFICAÇÃO E QUANTIDADE), CLÁUSULA QUARTA (DA VIGÊNCIA) E CLÁUSULA QUINTA (DA PRESTAÇÃO DOS SERVIÇOS E DAS OBRIGAÇÕES DA CONTRATADA) DO CONTRATO FIRMADO ENTRE AS PARTES;QUE A EMPRESA DEVERÁ ADEQUAR O RITMO DOS SERVIÇOS AO CRONOGRAMA E PRAZOS PREVISTOS, SOB PENA DE APLICAÇÃO DAS SANÇÕES CONTRATUAIS
CT-00020/2015/SOL;SANTUR-PARQUE CYRO GEVAERD;1;2020-10-28 00:00:00;Notificação;Que o Prazo para prestação e contas do Convenio com a Caixa Econômica Federal findara em meados de dezembro e nesse período deverá ser prestado contas.;Solicitamos o termino das obras até o dia 30 de novembro de 2020, para que se possa cumprir as determinações do convenio, sob pena de acarretar danos ao Governo do Estado de Santa Catarina no tocante ao repasse de verbas conveniadas.
CT-00008/2015/ADR-DCA;EEB CEDRENSE;1;2016-02-04 00:00:00;Advertência 01;Atraso no cronograma da execução dos serviços. Hoje está com aproximadamente 25% executado sendo que deveria estar com 50%.;Aumentar a equipe de operários.
CT-00014/2015/SDR-CNV;MANUTENÇÃO BEM PÚBLICO - ADR DE CAMPOS NOVOS;1;2016-04-18 00:00:00;ATRASO E FALHAS NA EXECUÇÃO ;"A MÁ LIMPEZA DAS SARJETAS POR MOTIVO DE NÃO TER EXECUTADO TOTALMENTE AS LIMPEZAS DAS SARJETAS, DEIXANDO PONTOS COM A INTERRUPIMENTO TOTAL DA SARJETA DANIFICANDO ASSIM O FLUXO DAS ÁGUAS PLUVIAIS.
OUTRA QUESTÃO AS ROÇADAS NO TRECHO DA RODOVIA DE CELSO RAMOS ESTÁ EM PÉSSIMAS EXECUÇÃO NÃO SENDO ACEITO POR ESTÁ FISCALIZAÇÃO SERVIÇOS MAL EXECUTADOS.
ATRASO NA EXECUÇÃO DOS SERVIÇO NÃO CUMPRINDO COM O CRONOGRAMA DE EXECUÇÃO.";"SOLICITAMOS QUE SEJAM REFEITOS OS SERVIÇOS DE LIMPEZA DE SARJETA NO TRECHO DA RODOVIA DA BR 470 ATÉ  O MUNICÍPIO DE ABDON BASTISTA PARA A LIMPEZA TOTAL DAS SARJETAS DEIXANDO ASSIM O ESCOAMENTO  TOTAL  DAS ÁGUAS PLUVIAIS.
E AINDA REFAZER AS ROÇADAS NO TRECHO DA RODOVIA DE LIGAÇÃO AO MUNICÍPIO DE CELSO RAMOS.
"
PJ-00092/2014;TRECHO: BR-470 - SERRA DA VILA ITOUPAVA;1;2022-04-13 00:00:00;Atraso de entregas conforme cronograma compactuado;O presente contrato (PJ 092/2014) teve sua ordem de reinício efetivada em 08/11/2021. Desse modo, foi solicitado às empresas representantes do consórcio a apresentação de um cronograma para retomada dos serviços e alinhamento das entregas, de modo a atender os prazos contratuais de execução. Nesse sentido, a empresa ESSE (uma das representantes do consórcio) encaminhou um e-mail em 24/11/2021 contendo um cronograma detalhado, sendo apresentadas as datas previstas para realização das sondagens necessárias em campo e para as entregas dos anteprojetos e projetos executivos referentes aos diversos pontos de OAE e contenções englobados pelo contrato. Contudo, os serviços e entregas previstos já nas primeiras datas compactuadas no cronograma não estão sendo atendidos. Além disso, as empresas não apresentaram qualquer evidência e/ou esclarecimento quanto ao andamento dos serviços.;"A fiscalização solicita por meio desta advertência:
1) apresentação de evidências quanto à execução dos serviços de sondagens previstas conforme cronograma;
2) entrega dos anteprojetos e projetos executivos previstos conforme cronograma;
3) manifestação e esclarecimentos quanto aos atrasos já evidenciados até o momento;
4) apresentação de cronograma repactuado, de modo a atender os prazos contratuais de execução."
CT-00001/2014/SED;EEB SÃO MIGUEL;1;2014-05-22 00:00:00;NOTIFICAÇÃO;Esta Gerência, no uso de sua competência fiscalizatória, em apreciação a execução da obra  resguardada pelo Contrato n. 001/2014, realizada junto a Unidade Escolar São Miguel, NOTIFICAR Vossas Senhorias para que, em atenção as normas de segurança da Vigilância Sanitária e do Corpo de Bombeiros, declarado quando do certame público, ainda não foram atendidas, mormente o isolamento externo de toda a obra.;Notifica V. Sa . no prazo máximo de cinco dias para regularizar a obra sob a penas legais para o isolamento externo de toda a obra de acordo com as normas de segurança da Vigilância Sanitária e do Corpo de Bombeiros. 
CT-00001/2014/SED;EEB SÃO MIGUEL;2;2015-12-11 00:00:00;Notificação devido ao atraso de obra;"O cronograma físico financeiro encontra-se atrasado; 
A execução encontra-se em ritmo lento; 
Morosidade por parte da empresa em cumprir o cronograma;
Foram prorrogadas e aditados os contratos de prazos de execução de obra;
O pagamento da obra está condizente com os serviços executados; não havendo motivos para os devidos atrasos. 
";Tomar providencias aos itens relacionados. 
CT-00001/2014/CNV;RODOVIAS ESTADUAIS;1;2014-05-27 00:00:00;FALTA DE SINALIZAÇÃO;"O local não encontra-se devidamente sinalizado, e está oferecendo risco de acidentes no local da obra por falta de sinalização.
";Sinalização de obra indicando cuidado obras, também colocar sinalização indicando as extremidades das cabeçeiras com elementos refletivos.
CT-00021/2014/SDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;1;2014-06-03 00:00:00;Falta de Entrega de Documentação Técnica ;"O contrato foi aditado e seu encerramento ocorreu no dia 02/06/2014. Contudo a empresa entregou parte do relatório final, o qual, inclusive, encontra-se sob posse do desta fiscalização do Deinfra, para análise; deixando de apresentar a composição de custo do projeto e o respectivo orçamento";"Ante o exposto, solicita a entrega deste material faltante, sob pena de aplicação de multa diária pelo atraso, conforme Lei 8.666/93.
"
CT-00160/2014/SSP;TERRENO SC 401-EM FRENTE FLORIPA SHOPPING - COMPLEXO DA SSP;1;2017-06-28 00:00:00;Advertência;Atraso na execução do contrato nº 160/SSP/2014, de acordo com o estabelecido no referido contrato (cláusula segunda - dos prazos de início e conclusão dos serviços e cláusula décima segunda - das sanções administrativas);Aplicação de advertência para a empresa Nakazima Engenharia Ltda
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;1;2017-08-18 00:00:00;Advertência;Atraso na execução do contrato 617/PMSC/2014, de acordo com o estabelecido no referido contrato (cláusula segunda - dos prazos de início e conclusão dos serviços e cláusula décima segunda - das sanções administrativas);Aplicação de advertência para a empresa Mundial Serviços Ltda. - EPP 
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2;2018-04-09 00:00:00;Advertência;"Conforme cronograma acordado com o setor de engenharia da SSP, a sub-estação deveria estar pronta até o último dia de março de 2018, o que ainda não foi concluído.
Foi observado que a quantidade de funcioários na obra, não é condizente com o cronograma estipulado para o término da obra. Hoje acompanhamos a visoria da CELESC para a instalação da ligação definitiva da entrada de energia, o que não foi aprovado:


";"Agilidade na execução dos serviços para cumprimento do cronograma físico da obra. Executar os seguintes itens para aprovação da vistoria junto à CELESC: 1 - rebocar a mureta; 2 - instalações dos TC's; 3- Aterrameneto dos elétrodutos de ferro galvanizado."
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;3;2018-04-12 00:00:00;Adervetência 3;Falta da placa de resposnsável técnico e operários sem uso de EPI's.;Por favor provedênciar.
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;4;2018-05-25 00:00:00;ATRASO DE CRONOGRAMA;"O não cumprimento do prazo estipulado no cronograma. TELHADO: não está totalmente finalizado; PAVIMENTAÇÃO: já foram adquiridos uma parte dos materiais, porém não foi iniciada a execução; FORRO: não foi instalado o forro no 2°pavimento entre outras áreas; PISO: não foi finalizado totalmente, o rodapé não esta adequado, pois foi cortado in loco, indo contra a orientação da fiscalização; CONSULTÓRIO: não foi finalizado; PORTAS: não foram totalmente instaladas.  ";que os serviços sejam executados dentro do prazo acordado no cronograma anteriormente definido entre responsável da construtora, sr. Janíscio, e o Setor de Obras da DIPA/SSP, e os itens que estão em desacordo sejam feitos os reparos adequados.
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;5;2018-08-10 00:00:00; Atraso no cronograma da obra;O não cumprimento do prazo estipulado no cronograma da obra em relação à instalação do elevador de 03 (três) paradas, devido a empresa estar aguardando o fornecimento dos materiais que compõem a estrutura do elevador ;Que os serviços sejam executados dentro do prazo acordado no cronograma anteriormente definido entre a empresa contratada (Mundial Serviços Ltda. - EPP) e a Gerência Técnica de Edificações (GETED - Setor de Obras da DIPA/SSP), e que os itens contidos no Contrato original que estão em desacordo com o cronograma da obra sejam executados de forma adequada e concluídos   
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;6;2019-04-15 00:00:00;Atraso no cronograma ;O não cumprimento do prazo estipulado no cronograma da obra em relação à instalação do elevador de 03 (três) paradas, alguns serviços precisam ser refeitos como a pintura interna e externa que apresentam manchas e estão se soltando da alvenaria, o telhado apresenta goteiras e alguns vasos sanitários estão entupidos.;Sejam realizados os reparos na pintura, o desentupimento dos vasos sanitários, o conserto no telhado, bem como a instalação de elevador, pois o contrato se encontra nos últimos dias de vigência.
CT-00077/2014-SED;ESCOLA DE ENSINO MÉDIO VILA NOVA - JOINVILLE;1;2018-10-16 00:00:00;Notificação a cerca dos problemas construtivos. ;"Em vistoria realizada na obra, observamos inúmeros problemas construtivos e de acabamento na obra. Alguns problemas já tinham sido apontados a Empresa Contratada pela Gerência de Infraestrutura da ADR de Joinville, entretanto, a mesma não realizou os reparos necessários para adequar os problemas. 
Visto isso, esta Gerência notificou a empresa novamente, o ofício referente a notificação foi inserido na aba ""documentos"". ";Solicitamos que a empresa resolva todos os problemas apontados na notificação até o final do mês de outubro. 
CT-00210/2014/SSP;SECRETARIA DE SEGURANÇA PÚBLICA - SSP;1;2016-12-15 00:00:00;Advertência;Atraso na execução do contrato nº 210/SSP/2014, de acordo com o estabelecido no referido contrato (cláusula segunda - dos prazos de início e conclusão dos serviços e cláusula décima segunda - das sanções administrativas);Aplicação de advertência para a empresa NICOL - Nakazima Incorporadora e Construtora Ltda.
CT-00210/2014/SSP;SECRETARIA DE SEGURANÇA PÚBLICA - SSP;2;2017-06-29 00:00:00;Advertência;Atraso na execução do contrato nº 210/SSP/2014, de acordo com o estabelecido no referido contrato (cláusula segunda - dos prazos de início e conclusão dos serviços e cláusula décima segunda - das sanções administrativas);Aplicação de advertência para a empresa NICOL - Nakazima Incorporadora e Construtora Ltda.
CT-00210/2014/SSP;SECRETARIA DE SEGURANÇA PÚBLICA - SSP;3;2017-08-18 00:00:00;inserido errado;nao efetivada, advertência inserida errada;nao solicitada
CT-00210/2014/SSP;SECRETARIA DE SEGURANÇA PÚBLICA - SSP;4;2018-03-27 00:00:00;Problema em textura externa;Após vistoria na data de 27/03/2018, foi constatado que em alguns pontos da fachada frontal e posterior, está ocorrendo o descolamento de textura.;Já conversado com a engenheira responsável pela execução da obra e a mesma tem ciência do ocorrido.
CT-00210/2014/SSP;SECRETARIA DE SEGURANÇA PÚBLICA - SSP;5;2018-05-30 00:00:00;Advertência nº 5;Advertimos a empresa pelo não cumprimento do cronograma do contrato e a não correção dos problemas apontados, sendo que a cada vistoria a equipe de fiscalização constata apena um funcionário na obra, demosntrando falta de preocupação com a finalização dos serviços, sendo que já foram advertidos verbalmente, por inumeras vezes.;Solicitamos provedências sobre o ocorrido.
CT-00080/2014-SED;ESCOLA ENSINO MÉDIO ITINGA;1;2018-09-13 00:00:00;Notificação sobre os problemas construtivos. ;"Em vistoria realizada na obra, observamos inúmeros problemas construtivos e de acabamento na obra. Alguns problemas já tinham sido apontados a Empresa Contratada pela Gerência de Infraestrutura da ADR de Joinville, entretanto, a mesma não realizou os reparos necessários para adequar os problemas. 
Visto isso, esta Gerência notificou a empresa novamente, o ofício referente a notificação foi inserido na aba ""documentos"".
";Solicitamos que a empresa resolva todos os problemas apontados na notificação até o final do mês de setembro. 
CT-00080/2014-SED;ESCOLA ENSINO MÉDIO ITINGA;2;2018-10-11 00:00:00;Notificação a cerca dos problemas construtivos ;"Em vistoria realizada na obra, observamos inúmeros problemas construtivos e de acabamento na obra. Alguns problemas já tinham sido apontados a Empresa Contratada pela Gerência de Infraestrutura da ADR de Joinville, entretanto, a mesma não realizou os reparos necessários para adequar os problemas. 
Visto isso, esta Gerência notificou a empresa novamente, o ofício referente a notificação foi inserido na aba ""documentos"".
";Solicitamos que a empresa resolva todos os problemas apontados na notificação até o final do mês de outubro. 
CT-00224/2014/SSP;ACADEPOL-ACADEMIA DE POLICIA CIVIL;1;2017-02-21 00:00:00;Advertência ;Atraso na execução do contrato nº 224/SSP/2014, de acordo com o estabelecido no referido contrato (cláusula segunda - dos prazos de início e conclusão dos serviços e cláusula décima segunda - das sanções administrativas);Aplicação de advertência para a empresa Nakazima Engenharia Ltda.
CT-00224/2014/SSP;ACADEPOL-ACADEMIA DE POLICIA CIVIL;2;2018-04-05 00:00:00;VAZAMENTOS;EM 20 DE FEVEREIRO A EMPRESA FOI INFORMADA DOS PROBLEMAS DE VAZAMENTOS E INFILTRAÇÕES QUE ESTAVAM OCORRENDO NA OBRA, NÃO TOMARAM PROVIDÊNCIAS.;A EMPRESA DEVE EXECUTAR A CORREÇÃO DO SERVIÇO QUE OCASIONOU O TRANSTORNO E A SUBSTITUIÇÃO DAS PEÇAS DAS ESQUADRIAS COM URGÊNCIA.
CT-00064/2014-SST;CREAS PALMITOS,CREAS TIGRINHOS,CREAS DIONÍSIO CERQUEIRA;1;2015-11-24 00:00:00;Inexecução Contratual;A empresa está com as obras paralisadas não cumprindo o cronograma físico financeiro infringindo o Art. 78 da Lei 8666/93, estando sujeitas as sanções previstas no Art. 77 da Lei 8666/93   ;Que a empresa retome as atividades para que possa cumprir com rigor o Cronograma Físico Financeiro estabelecido
CT-00064/2014-SST;CREAS PALMITOS,CREAS TIGRINHOS,CREAS DIONÍSIO CERQUEIRA;2;2015-11-24 00:00:00;Paralização de obra;Paralização da obra pela contratada, sem aviso prévio a contratante.;Retomada imediata do cronograma, sob pena das sanções previstas em contrato.
